# Year	Month	Mean_T	Sum_P	Sum_pet
2092	6	15.0533	73.7	96.5
2093	6	14.97	59.3	88.2
2094	6	15.37	74.5	98.3
2095	6	14.83	92.4	81
2096	6	15.3667	109	94
2097	6	15.0533	73.7	96.5
2098	6	16.1833	93.2	98.4
2099	6	15.37	74.5	98.3
2100	6	15.8367	110.5	96.8
2101	6	16.4133	45	104.6
2102	6	14.97	59.3	88.2
2103	6	15.6467	43.8	101.5
2104	6	15.9533	106.3	95.1
2105	6	16.3767	26.9	111.2
2106	6	15.85	74.7	107.9
2107	6	14.62	118	98.1
2108	6	15.3667	109	94
2109	6	15.6367	84.7	101.7
2110	6	13.1	131.1	76.3
2111	6	14.7833	41	97.2
2112	6	16.58	140.3	99
2113	6	17.2	8	136.5
2114	6	15.37	74.5	98.3
2115	6	15.4733	142.2	85.9
2116	6	17.2	8	136.5
2117	6	16.38	107.8	78.4
2118	6	14.0933	92.6	98
2119	6	18.0032	148.5	109.8
2120	6	15.6567	95.2	104.5
2121	6	14.97	59.3	88.2
2122	6	14.0167	13.1	105
2123	6	15.6467	43.8	101.5
2124	6	18.0032	148.5	109.8
2125	6	14.0633	67.8	90
2126	6	13.1667	106.5	77.4
2127	6	14.83	92.4	81
2128	6	12.93	104.5	73.5
2129	6	14.1333	101.8	73
2130	6	15.4967	95.1	94.5
2131	6	15.9533	106.3	95.1
2132	6	15.85	36.9	111.3
2133	6	14.0633	67.8	90
2134	6	15.6467	43.8	101.5
2135	6	15.6567	95.2	104.5
2136	6	18.0032	148.5	109.8
2137	6	13.5967	124.1	74.7
2138	6	14.1333	101.8	73
2139	6	15.4733	142.2	85.9
2140	6	14.97	59.3	88.2
2141	6	15.0533	73.7	96.5
2142	6	15.4433	76.8	97.7
2143	6	14.83	92.4	81
2144	6	14.14	72.8	98.8
2145	6	12.93	104.5	73.5
2146	6	16.4133	45	104.6
2147	6	14.1933	95.4	88.2
2148	6	14.0167	109.7	81.1
2149	6	15.6567	95.2	104.5
2150	6	15.4733	142.2	85.9
2151	6	15.6467	43.8	101.5
2152	6	15.37	74.5	98.3
2153	6	12.93	104.5	73.5
2154	6	13.2067	69.4	81.8
2155	6	14.62	118	98.1
2156	6	15.6467	43.8	101.5
2157	6	14.83	92.4	81
2158	6	14.1933	95.4	88.2
2159	6	15.85	36.9	111.3
2160	6	14.7	46.2	102.8
2161	6	15.07	93.9	89.8
2162	6	13.1	131.1	76.3
2163	6	15.8	18.2	109.1
2164	6	15.3033	115.6	94.2
2165	6	18.0333	64.7	113.3
2166	6	14.14	72.8	98.8
2167	6	15.6567	95.2	104.5
2168	6	18.0333	64.7	113.3
2169	6	16.1833	93.2	98.4
2170	6	15.9533	106.3	95.1
2171	6	15.85	36.9	111.3
2172	6	14.0933	92.6	98
2173	6	15.5067	48.4	104.6
2174	6	14.1	109.6	84.3
2175	6	13.26	41	88
2176	6	15.07	93.9	89.8
2177	6	15	42.7	107.8
2178	6	15.6467	43.8	101.5
2179	6	13.1	131.1	76.3
2180	6	14.62	118	98.1
2181	6	14.9467	50.5	88.7
2182	6	13.1	131.1	76.3
2183	6	14.62	118	98.1
2184	6	15.76	90.8	100.4
2185	6	15.3667	109	94
2186	6	16.1833	30.7	115.2
2187	6	14.1933	95.4	88.2
2188	6	14.14	72.8	98.8
2189	6	14.0167	13.1	105
2190	6	18.0333	64.7	113.3
2191	6	18.2194	75.9	127.1
2192	6	15.4967	95.1	94.5
2193	6	16.5	28.8	114.6
2194	6	18.0333	64.7	113.3
2195	6	14.62	118	98.1
2196	6	15	42.7	107.8
2197	6	16.38	107.8	78.4
2198	6	13.2067	69.4	81.8
2199	6	15.85	74.7	107.9
2200	6	16.3767	26.9	111.2
2201	6	14.83	92.4	81
2202	6	15.9161	87	124.7
2203	6	13.1	131.1	76.3
2204	6	12.93	104.5	73.5
2205	6	18.2267	50.3	128.1
2206	6	15.9161	87	124.7
2207	6	16.5	28.8	114.6
2208	6	15.1967	50.3	112
2209	6	14.2167	142	83.7
2210	6	15.4967	95.1	94.5
2211	6	14.0633	67.8	90
2212	6	13.26	41	88
2213	6	16.38	107.8	78.4
2214	6	15.6567	95.2	104.5
2215	6	14.14	72.8	98.8
2216	6	15.6367	84.7	101.7
2217	6	14.0633	67.8	90
2218	6	14.7833	41	97.2
2219	6	15.85	36.9	111.3
2220	6	12.93	104.5	73.5
2221	6	18.0032	148.5	109.8
2222	6	13.26	41	88
2223	6	14.0167	109.7	81.1
2224	6	16.73	87.7	114.1
2225	6	15.9161	87	124.7
2226	6	14.4967	80.7	102.2
2227	6	18.0333	64.7	113.3
2228	6	14.08	54.9	78.5
2229	6	14.1333	101.8	73
2230	6	17.1533	64.5	95.9
2231	6	14.7833	41	97.2
2232	6	15.6367	84.7	101.7
2233	6	18.0032	148.5	109.8
2234	6	13.9667	109.1	84.1
2235	6	18.0333	64.7	113.3
2236	6	13.2067	69.4	81.8
2237	6	15.3667	109	94
2238	6	15.9533	106.3	95.1
2239	6	14.97	59.3	88.2
2240	6	17.4933	46.7	121.4
2241	6	16.1833	93.2	98.4
2242	6	16.1833	93.2	98.4
2243	6	13.1667	106.5	77.4
2244	6	12.93	104.5	73.5
2245	6	13.1667	106.5	77.4
2246	6	14.14	72.8	98.8
2247	6	13.1	131.1	76.3
2248	6	14.83	92.4	81
2249	6	16.1833	93.2	98.4
2250	6	17.1533	64.5	95.9
2251	6	17.2	8	136.5
2252	6	14.0933	92.6	98
2253	6	16.1833	30.7	115.2
2254	6	16.3767	26.9	111.2
2255	6	16.38	107.8	78.4
2256	6	15.85	74.7	107.9
2257	6	15.6567	95.2	104.5
2258	6	14.0933	92.6	98
2259	6	14.83	92.4	81
2260	6	15.76	90.8	100.4
2261	6	13.2067	69.4	81.8
2262	6	15.6367	84.7	101.7
2263	6	16.3767	26.9	111.2
2264	6	13.26	41	88
2265	6	14.0633	67.8	90
2266	6	15.5067	48.4	104.6
2267	6	14.1	109.6	84.3
2268	6	15.85	74.7	107.9
2269	6	13.1	131.1	76.3
2270	6	13.1	131.1	76.3
2271	6	16.58	140.3	99
2272	6	13.1667	106.5	77.4
2273	6	14.0167	13.1	105
2274	6	18.2267	50.3	128.1
2275	6	15.8	18.2	109.1
2276	6	15.85	74.7	107.9
2277	6	15.85	36.9	111.3
2278	6	18.2194	75.9	127.1
2279	6	14.0167	109.7	81.1
2280	6	13.9667	109.1	84.1
2281	6	17.1533	64.5	95.9
2282	6	15.1967	50.3	112
2283	6	14.97	59.3	88.2
2284	6	15.3667	109	94
2285	6	12.93	104.5	73.5
2286	6	14.4967	80.7	102.2
2287	6	13.5967	124.1	74.7
2288	6	15.4733	142.2	85.9
2289	6	15.3667	109	94
2290	6	15.6367	84.7	101.7
2291	6	14.0167	109.7	81.1
2292	6	14.0933	92.6	98
2293	6	18.0032	148.5	109.8
2294	6	15	42.7	107.8
2295	6	15.76	90.8	100.4
2296	6	15.9161	87	124.7
2297	6	17.1533	64.5	95.9
2298	6	15.6367	84.7	101.7
2299	6	18.0032	148.5	109.8
2300	6	15.85	74.7	107.9
2301	6	15.07	93.9	89.8
2302	6	16.3767	26.9	111.2
2303	6	14.97	59.3	88.2
2304	6	15.0533	73.7	96.5
2305	6	18.0333	64.7	113.3
2306	6	15.4967	95.1	94.5
2307	6	15.6567	95.2	104.5
2308	6	14.83	92.4	81
2309	6	18.2267	50.3	128.1
2310	6	14.0633	67.8	90
2311	6	15.76	90.8	100.4
2312	6	15.9161	87	124.7
2313	6	14.0933	92.6	98
2314	6	15.8367	110.5	96.8
2315	6	14.0167	109.7	81.1
2316	6	14.1333	101.8	73
2317	6	15.85	36.9	111.3
2318	6	15.8	18.2	109.1
2319	6	14.08	54.9	78.5
2320	6	17.0767	44.2	105.6
2321	6	17.2	8	136.5
2322	6	14.0167	13.1	105
2323	6	15.5067	48.4	104.6
2324	6	17.4933	46.7	121.4
2325	6	16.38	107.8	78.4
2326	6	16.1833	30.7	115.2
2327	6	16.38	107.8	78.4
2328	6	14.1	109.6	84.3
2329	6	15.3667	109	94
2330	6	14.2167	142	83.7
2331	6	15.4433	76.8	97.7
2332	6	15.9161	87	124.7
2333	6	14.62	118	98.1
2334	6	15.9161	87	124.7
2335	6	16.58	140.3	99
2336	6	15.3033	115.6	94.2
2337	6	16.5	28.8	114.6
2338	6	14.0633	67.8	90
2339	6	16.5	28.8	114.6
2340	6	14.0933	92.6	98
2341	6	17.1533	64.5	95.9
2342	6	16.1833	30.7	115.2
2343	6	14.0933	92.6	98
2344	6	13.5967	124.1	74.7
2345	6	14.1	109.6	84.3
2346	6	13.9667	109.1	84.1
2347	6	13.1	131.1	76.3
2348	6	14.9467	50.5	88.7
2349	6	15.85	36.9	111.3
2350	6	13.26	41	88
2351	6	16.58	140.3	99
2352	6	18.2267	50.3	128.1
2353	6	14.1333	101.8	73
2354	6	15.4433	76.8	97.7
2355	6	14.14	72.8	98.8
2356	6	14.97	59.3	88.2
2357	6	15.9161	87	124.7
2358	6	14.7833	41	97.2
2359	6	14.1333	101.8	73
2360	6	16.73	87.7	114.1
2361	6	15.8367	110.5	96.8
2362	6	15.4433	76.8	97.7
2363	6	17.2	8	136.5
2364	6	15.0533	73.7	96.5
2365	6	15.6367	84.7	101.7
2366	6	14.7	46.2	102.8
2367	6	13.2067	69.4	81.8
2368	6	16.58	140.3	99
2369	6	15.85	36.9	111.3
2370	6	17.0767	44.2	105.6
2371	6	17.4933	46.7	121.4
2372	6	15.85	74.7	107.9
2373	6	15.4433	76.8	97.7
2374	6	14.7	46.2	102.8
2375	6	15.8367	110.5	96.8
2376	6	14.0633	67.8	90
2377	6	16.73	87.7	114.1
2378	6	17.0767	44.2	105.6
2379	6	15.4733	142.2	85.9
2380	6	14.0167	109.7	81.1
2381	6	16.73	87.7	114.1
2382	6	16.38	107.8	78.4
2383	6	15.37	74.5	98.3
2384	6	14.97	59.3	88.2
2385	6	14.1333	101.8	73
2386	6	14.1333	101.8	73
2387	6	14.1333	101.8	73
2388	6	16.1833	93.2	98.4
2389	6	14.4967	80.7	102.2
2390	6	14.7833	41	97.2
2391	6	16.5	28.8	114.6
2392	6	13.1667	106.5	77.4
2393	6	15	42.7	107.8
2394	6	14.08	54.9	78.5
2395	6	16.1833	30.7	115.2
2396	6	14.08	54.9	78.5
2397	6	14.1333	101.8	73
2398	6	16.58	140.3	99
2399	6	15.4733	142.2	85.9
2400	6	14.7833	41	97.2
2401	6	16.1833	30.7	115.2
2402	6	14.97	59.3	88.2
2403	6	17.1533	64.5	95.9
2404	6	14.0933	92.6	98
2405	6	15.6467	43.8	101.5
2406	6	13.1667	106.5	77.4
2407	6	16.4133	45	104.6
2408	6	14.1	109.6	84.3
2409	6	15.37	74.5	98.3
2410	6	14.0933	92.6	98
2411	6	16.58	140.3	99
2412	6	15.37	74.5	98.3
2413	6	14.4967	80.7	102.2
2414	6	17.0767	44.2	105.6
2415	6	14.1933	95.4	88.2
2416	6	16.1833	93.2	98.4
2417	6	17.4933	46.7	121.4
2418	6	14.14	72.8	98.8
2419	6	14.0633	67.8	90
2420	6	15.3667	109	94
2421	6	18.2194	75.9	127.1
2422	6	14.0633	67.8	90
2423	6	17.4933	46.7	121.4
2424	6	12.93	104.5	73.5
2425	6	14.1933	95.4	88.2
2426	6	14.08	54.9	78.5
2427	6	14.0633	67.8	90
2428	6	16.4133	45	104.6
2429	6	14.9467	50.5	88.7
2430	6	14.7833	41	97.2
2431	6	14.62	118	98.1
2432	6	15.9533	106.3	95.1
2433	6	13.26	41	88
2434	6	15.3033	115.6	94.2
2435	6	14.08	54.9	78.5
2436	6	14.1933	95.4	88.2
2437	6	15.9533	106.3	95.1
2438	6	15.85	36.9	111.3
2439	6	16.1833	93.2	98.4
2440	6	14.0167	109.7	81.1
2441	6	14.4967	80.7	102.2
2442	6	13.9667	109.1	84.1
2443	6	16.4133	45	104.6
2444	6	14.1333	101.8	73
2445	6	15.07	93.9	89.8
2446	6	15.37	74.5	98.3
2447	6	15.6367	84.7	101.7
2448	6	17.4933	46.7	121.4
2449	6	18.0333	64.7	113.3
2450	6	18.0032	148.5	109.8
2451	6	15.4967	95.1	94.5
2452	6	14.83	92.4	81
2453	6	15.8367	110.5	96.8
2454	6	13.5967	124.1	74.7
2455	6	14.0933	92.6	98
2456	6	14.1	109.6	84.3
2457	6	14.0633	67.8	90
2458	6	13.2067	69.4	81.8
2459	6	14.08	54.9	78.5
2460	6	14.83	92.4	81
2461	6	15.3667	109	94
2462	6	15.3033	115.6	94.2
2463	6	15.4967	95.1	94.5
2464	6	14.7	46.2	102.8
2465	6	15.3667	109	94
2466	6	15.6367	84.7	101.7
2467	6	15.8	18.2	109.1
2468	6	14.08	54.9	78.5
2469	6	16.1833	30.7	115.2
2470	6	15.0533	73.7	96.5
2471	6	16.1833	93.2	98.4
2472	6	15.6467	43.8	101.5
2473	6	15.4733	142.2	85.9
2474	6	16.3767	26.9	111.2
2475	6	16.58	140.3	99
2476	6	17.2	8	136.5
2477	6	15.3667	109	94
2478	6	17.4933	46.7	121.4
2479	6	17.1533	64.5	95.9
2480	6	14.1	109.6	84.3
2481	6	17.2	8	136.5
2482	6	18.0333	64.7	113.3
2483	6	16.58	140.3	99
2484	6	14.08	54.9	78.5
2485	6	15.4733	142.2	85.9
2486	6	16.5	28.8	114.6
2487	6	13.5967	124.1	74.7
2488	6	14.7	46.2	102.8
2489	6	14.83	92.4	81
2490	6	15.37	74.5	98.3
2491	6	15	42.7	107.8
2492	6	14.7833	41	97.2
2493	6	16.1833	30.7	115.2
2494	6	15.76	90.8	100.4
2495	6	15.1967	50.3	112
2496	6	14.0167	109.7	81.1
2497	6	14.62	118	98.1
2498	6	14.0167	109.7	81.1
2499	6	15.5067	48.4	104.6
2500	6	16.38	107.8	78.4
1900	7	16.6032	98.9	94.6
1901	7	17.0097	49.2	108.8
1902	7	18.9258	41.5	124.1
1903	7	16.2774	82.6	84.4
1904	7	15.8065	45.2	119.2
1905	7	15.4968	69.7	89.1
1906	7	16.5065	80.8	95.5
1907	7	17.6839	34.8	115.7
1908	7	21.8645	36.9	145.4
1909	7	15.1548	98.6	85.4
1910	7	16.6032	98.9	94.6
1911	7	18.6903	62.2	125.7
1912	7	16.2774	82.6	84.4
1913	7	15.829	120.9	89.9
1914	7	18.4968	65.8	107.9
1915	7	17.2129	83.1	100.8
1916	7	16.729	56	105.8
1917	7	18.0355	118.3	105.8
1918	7	17.4645	201.1	94.4
1919	7	18.6387	114	98
1920	7	19.9161	71	127.4
1921	7	14.6032	80.3	86.3
1922	7	16.7903	120	99.7
1923	7	18.0548	68.8	99
1924	7	15.9516	37.2	103.5
1925	7	18.6903	62.2	125.7
1926	7	18.0355	118.3	105.8
1927	7	17.1516	79.9	93.9
1928	7	15.1548	98.6	85.4
1929	7	16.5065	80.8	95.5
1930	7	18.4968	65.8	107.9
1931	7	20.4677	61.4	133.6
1932	7	17.1032	31.7	121
1933	7	16.5065	80.8	95.5
1934	7	16.8677	116.3	89.9
1935	7	17.1032	31.7	121
1936	7	14.9194	211.4	70.1
1937	7	15.5516	58.1	85
1938	7	17.0097	49.2	108.8
1939	7	15.3355	70	84.3
1940	7	17.6839	34.8	115.7
1941	7	15.829	120.9	89.9
1942	7	17.8903	62.5	112.4
1943	7	14.9194	211.4	70.1
1944	7	20.4677	61.4	133.6
1945	7	17.2129	83.1	100.8
1946	7	15.1548	98.6	85.4
1947	7	16.6935	71.9	90
1948	7	15.6581	73	84.8
1949	7	19.4935	83.7	122.1
1950	7	14.6032	80.3	86.3
1951	7	18.7484	69.2	127.2
1952	7	17.4645	201.1	94.4
1953	7	17.9161	97.5	98.3
1954	7	17.9161	97.5	98.3
1955	7	18.1806	71.8	110.6
1956	7	16.7903	120	99.7
1957	7	17.6226	77.9	108.9
1958	7	17.1032	31.7	121
1959	7	16.7903	120	99.7
1960	7	17.1516	79.9	93.9
1961	7	15.9516	37.2	103.5
1962	7	16.9484	164.6	98.2
1963	7	17.1032	31.7	121
1964	7	15.6581	73	84.8
1965	7	15.4419	137.5	86.1
1966	7	17.1516	79.9	93.9
1967	7	15.4968	69.7	89.1
1968	7	15.4419	137.5	86.1
1969	7	16.9484	164.6	98.2
1970	7	15.6581	73	84.8
1971	7	16.0065	131.4	96.8
1972	7	16.8677	116.3	89.9
1973	7	21.8645	36.9	145.4
1974	7	17.1742	54.8	110.7
1975	7	18.7484	69.2	127.2
1976	7	18.6903	62.2	125.7
1977	7	17.0097	49.2	108.8
1978	7	18.8032	60.6	120.8
1979	7	14.6032	80.3	86.3
1980	7	19.4935	83.7	122.1
1981	7	18.8032	60.6	120.8
1982	7	18.0355	118.3	105.8
1983	7	16.8677	116.3	89.9
1984	7	21.8645	36.9	145.4
1985	7	18.4968	65.8	107.9
1986	7	21.0516	14.2	150.9
1987	7	17.5097	64.6	104.1
1988	7	17.6226	77.9	108.9
1989	7	18.4968	65.8	107.9
1990	7	15.4839	100	90
1991	7	15.4968	69.7	89.1
1992	7	15.5516	58.1	85
1993	7	18.7484	69.2	127.2
1994	7	18.0355	118.3	105.8
1995	7	15.9516	37.2	103.5
1996	7	16.7903	120	99.7
1997	7	15.8065	45.2	119.2
1998	7	16.5226	97.4	97.5
1999	7	16.729	56	105.8
2000	7	15.6871	29.1	99.8
2001	7	18.6903	62.2	125.7
2002	7	15.3355	70	84.3
2003	7	18.1806	71.8	110.6
2004	7	19.4935	83.7	122.1
2005	7	16.2774	82.6	84.4
2006	7	16.0548	94.2	91.3
2007	7	18.4968	65.8	107.9
2008	7	15.4968	69.7	89.1
2009	7	21.0516	14.2	150.9
2010	7	18.8032	60.6	120.8
2011	7	16.0065	131.4	96.8
2012	7	15.8065	45.2	119.2
2013	7	18.4968	65.8	107.9
2014	7	14.7484	192.8	72.9
2015	7	15.0484	135.2	77
2016	7	15.3355	111.4	80.6
2017	7	15.4839	100	90
2018	7	15.4839	100	90
2019	7	16.8677	116.3	89.9
2020	7	18.6387	114	98
2021	7	15.0484	135.2	77
2022	7	18.429	55.1	114.1
2023	7	17.0097	49.2	108.8
2024	7	18.0355	118.3	105.8
2025	7	15.1548	98.6	85.4
2026	7	14.7484	192.8	72.9
2027	7	16.9484	164.6	98.2
2028	7	15.3355	70	84.3
2029	7	17.1032	31.7	121
2030	7	17.1742	54.8	110.7
2031	7	20.4677	61.4	133.6
2032	7	16.5065	80.8	95.5
2033	7	16.5065	80.8	95.5
2034	7	17.2129	83.1	100.8
2035	7	17.1516	79.9	93.9
2036	7	16.0065	131.4	96.8
2037	7	16.0548	94.2	91.3
2038	7	17.6839	34.8	115.7
2039	7	17.4645	201.1	94.4
2040	7	17.9839	76.7	111.8
2041	7	15.0484	135.2	77
2042	7	14.9194	211.4	70.1
2043	7	17.9839	76.7	111.8
2044	7	15.3355	70	84.3
2045	7	18.6645	86.3	120.5
2046	7	15.9516	37.2	103.5
2047	7	19.5065	62.8	126.5
2048	7	17.6839	34.8	115.7
2049	7	15.5516	58.1	85
2050	7	17.4645	201.1	94.4
2051	7	16.7613	17	106.8
2052	7	16.2774	82.6	84.4
2053	7	18.7484	69.2	127.2
2054	7	17.1516	79.9	93.9
2055	7	16.2774	82.6	84.4
2056	7	15.0484	135.2	77
2057	7	16.5065	80.8	95.5
2058	7	20.4677	61.4	133.6
2059	7	16.6032	98.9	94.6
2060	7	16.5226	97.4	97.5
2061	7	15.3355	111.4	80.6
2062	7	20.0871	72.9	133
2063	7	16.5226	97.4	97.5
2064	7	18.6645	86.3	120.5
2065	7	16.729	56	105.8
2066	7	14.9194	211.4	70.1
2067	7	16.729	56	105.8
2068	7	17.1516	79.9	93.9
2069	7	18.6903	62.2	125.7
2070	7	16.0065	131.4	96.8
2071	7	15.3355	111.4	80.6
2072	7	16.2774	82.6	84.4
2073	7	19.9161	71	127.4
2074	7	16.6032	98.9	94.6
2075	7	17.1742	54.8	110.7
2076	7	17.0097	49.2	108.8
2077	7	15.3355	70	84.3
2078	7	15.4839	100	90
2079	7	16.2774	82.6	84.4
2080	7	16.7903	120	99.7
2081	7	17.5677	45.2	109
2082	7	15.9516	37.2	103.5
2083	7	17.0097	49.2	108.8
2084	7	16.2774	82.6	84.4
2085	7	17.5677	45.2	109
2086	7	15.6871	29.1	99.8
2087	7	17.9161	97.5	98.3
2088	7	17.1742	54.8	110.7
2089	7	18.0548	68.8	99
2090	7	16.8677	116.3	89.9
2091	7	14.6032	80.3	86.3
2092	7	17.6839	34.8	115.7
2093	7	14.9194	211.4	70.1
2094	7	18.0548	68.8	99
2095	7	19.9161	71	127.4
2096	7	18.429	55.1	114.1
2097	7	16.9484	164.6	98.2
2098	7	20.4677	61.4	133.6
2099	7	17.1742	54.8	110.7
2100	7	15.4419	137.5	86.1
2101	7	16.8677	116.3	89.9
2102	7	17.6226	77.9	108.9
2103	7	15.8065	45.2	119.2
2104	7	14.9194	211.4	70.1
2105	7	20.4677	61.4	133.6
2106	7	18.6903	62.2	125.7
2107	7	17.8903	62.5	112.4
2108	7	15.9516	37.2	103.5
2109	7	18.7484	69.2	127.2
2110	7	14.7484	192.8	72.9
2111	7	15.4839	100	90
2112	7	16.8677	116.3	89.9
2113	7	16.8677	116.3	89.9
2114	7	17.6226	77.9	108.9
2115	7	20.4677	61.4	133.6
2116	7	16.7903	120	99.7
2117	7	17.9161	97.5	98.3
2118	7	15.1548	98.6	85.4
2119	7	15.6871	29.1	99.8
2120	7	15.6871	29.1	99.8
2121	7	16.2774	82.6	84.4
2122	7	15.3355	70	84.3
2123	7	17.0097	49.2	108.8
2124	7	18.0355	118.3	105.8
2125	7	16.5065	80.8	95.5
2126	7	14.6032	80.3	86.3
2127	7	15.4839	100	90
2128	7	18.0548	68.8	99
2129	7	15.0484	135.2	77
2130	7	17.6839	34.8	115.7
2131	7	18.6645	86.3	120.5
2132	7	16.5226	97.4	97.5
2133	7	17.6839	34.8	115.7
2134	7	18.6903	62.2	125.7
2135	7	16.729	56	105.8
2136	7	18.6387	114	98
2137	7	15.8065	45.2	119.2
2138	7	16.6032	98.9	94.6
2139	7	16.6935	71.9	90
2140	7	17.5097	64.6	104.1
2141	7	17.2129	83.1	100.8
2142	7	18.6387	114	98
2143	7	18.8032	60.6	120.8
2144	7	17.5097	64.6	104.1
2145	7	16.6935	71.9	90
2146	7	18.7484	69.2	127.2
2147	7	17.5097	64.6	104.1
2148	7	15.9516	37.2	103.5
2149	7	14.7484	192.8	72.9
2150	7	17.8903	62.5	112.4
2151	7	18.4968	65.8	107.9
2152	7	17.2129	83.1	100.8
2153	7	18.6387	114	98
2154	7	18.1806	71.8	110.6
2155	7	21.0516	14.2	150.9
2156	7	17.4645	201.1	94.4
2157	7	18.429	55.1	114.1
2158	7	15.8065	45.2	119.2
2159	7	18.6645	86.3	120.5
2160	7	18.1806	71.8	110.6
2161	7	17.9161	97.5	98.3
2162	7	15.4419	137.5	86.1
2163	7	16.5065	80.8	95.5
2164	7	15.5516	58.1	85
2165	7	15.9516	37.2	103.5
2166	7	15.9516	37.2	103.5
2167	7	17.8903	62.5	112.4
2168	7	18.8032	60.6	120.8
2169	7	16.5226	97.4	97.5
2170	7	19.4935	83.7	122.1
2171	7	18.429	55.1	114.1
2172	7	17.2129	83.1	100.8
2173	7	17.9839	76.7	111.8
2174	7	15.0484	135.2	77
2175	7	16.2774	82.6	84.4
2176	7	15.4419	137.5	86.1
2177	7	16.8677	116.3	89.9
2178	7	17.9161	97.5	98.3
2179	7	16.2774	82.6	84.4
2180	7	18.4968	65.8	107.9
2181	7	15.3355	111.4	80.6
2182	7	17.0097	49.2	108.8
2183	7	16.6935	71.9	90
2184	7	15.8065	45.2	119.2
2185	7	16.729	56	105.8
2186	7	15.0484	135.2	77
2187	7	16.0065	131.4	96.8
2188	7	18.0548	68.8	99
2189	7	19.5065	62.8	126.5
2190	7	17.2129	83.1	100.8
2191	7	17.2129	83.1	100.8
2192	7	17.8903	62.5	112.4
2193	7	14.9194	211.4	70.1
2194	7	20.0871	72.9	133
2195	7	16.729	56	105.8
2196	7	16.6032	98.9	94.6
2197	7	17.2129	83.1	100.8
2198	7	15.6871	29.1	99.8
2199	7	15.8065	45.2	119.2
2200	7	14.6032	80.3	86.3
2201	7	18.1806	71.8	110.6
2202	7	21.8645	36.9	145.4
2203	7	15.3355	70	84.3
2204	7	18.8032	60.6	120.8
2205	7	16.7903	120	99.7
2206	7	15.5516	58.1	85
2207	7	21.8645	36.9	145.4
2208	7	19.9161	71	127.4
2209	7	17.1032	31.7	121
2210	7	15.0484	135.2	77
2211	7	16.2194	59.6	96.8
2212	7	15.829	120.9	89.9
2213	7	21.0516	14.2	150.9
2214	7	15.4968	69.7	89.1
2215	7	16.2194	59.6	96.8
2216	7	16.5226	97.4	97.5
2217	7	15.9516	37.2	103.5
2218	7	16.0065	131.4	96.8
2219	7	14.7484	192.8	72.9
2220	7	16.729	56	105.8
2221	7	16.8677	116.3	89.9
2222	7	15.2452	124.4	84.7
2223	7	15.6581	73	84.8
2224	7	18.6645	86.3	120.5
2225	7	16.9484	164.6	98.2
2226	7	16.0548	94.2	91.3
2227	7	18.429	55.1	114.1
2228	7	18.0548	68.8	99
2229	7	18.7484	69.2	127.2
2230	7	15.5516	58.1	85
2231	7	15.4968	69.7	89.1
2232	7	17.1032	31.7	121
2233	7	16.8677	116.3	89.9
2234	7	16.7903	120	99.7
2235	7	17.5097	64.6	104.1
2236	7	16.8677	116.3	89.9
2237	7	18.429	55.1	114.1
2238	7	15.5516	58.1	85
2239	7	16.7613	17	106.8
2240	7	15.0484	135.2	77
2241	7	17.2129	83.1	100.8
2242	7	16.9484	164.6	98.2
2243	7	16.0065	131.4	96.8
2244	7	19.4935	83.7	122.1
2245	7	21.8645	36.9	145.4
2246	7	18.7484	69.2	127.2
2247	7	16.9484	164.6	98.2
2248	7	17.5677	45.2	109
2249	7	19.5065	62.8	126.5
2250	7	18.9258	41.5	124.1
2251	7	17.6226	77.9	108.9
2252	7	17.5097	64.6	104.1
2253	7	18.6387	114	98
2254	7	18.0548	68.8	99
2255	7	18.1806	71.8	110.6
2256	7	15.0484	135.2	77
2257	7	17.2129	83.1	100.8
2258	7	15.3355	70	84.3
2259	7	15.2452	124.4	84.7
2260	7	21.0516	14.2	150.9
2261	7	15.4419	137.5	86.1
2262	7	17.9161	97.5	98.3
2263	7	14.6032	80.3	86.3
2264	7	16.729	56	105.8
2265	7	16.9484	164.6	98.2
2266	7	16.2774	82.6	84.4
2267	7	16.9484	164.6	98.2
2268	7	16.6935	71.9	90
2269	7	20.0871	72.9	133
2270	7	16.8677	116.3	89.9
2271	7	18.6645	86.3	120.5
2272	7	16.2774	82.6	84.4
2273	7	15.3355	111.4	80.6
2274	7	17.2129	83.1	100.8
2275	7	17.8903	62.5	112.4
2276	7	15.4968	69.7	89.1
2277	7	17.6839	34.8	115.7
2278	7	15.4839	100	90
2279	7	15.6871	29.1	99.8
2280	7	21.8645	36.9	145.4
2281	7	15.8065	45.2	119.2
2282	7	15.3355	111.4	80.6
2283	7	18.9258	41.5	124.1
2284	7	18.8032	60.6	120.8
2285	7	16.2774	82.6	84.4
2286	7	14.7484	192.8	72.9
2287	7	15.4419	137.5	86.1
2288	7	19.4935	83.7	122.1
2289	7	15.3355	70	84.3
2290	7	16.0548	94.2	91.3
2291	7	17.4645	201.1	94.4
2292	7	18.0548	68.8	99
2293	7	15.1548	98.6	85.4
2294	7	16.7903	120	99.7
2295	7	15.5516	58.1	85
2296	7	15.6581	73	84.8
2297	7	15.4839	100	90
2298	7	16.7903	120	99.7
2299	7	15.4839	100	90
2300	7	15.9516	37.2	103.5
2301	7	18.1806	71.8	110.6
2302	7	15.8065	45.2	119.2
2303	7	17.4645	201.1	94.4
